Term,txt5.txt,file5.txt,file3.txt,file2.txt,f2.txt,txt1.txt,txt3.txt,f6.txt,f4.txt,file1.txt,file4.txt,txt2.txt,f1.txt,f3.txt,txt6.txt,f5.txt,txt4.txt
يومي,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وسياق,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تعامل,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.0,0.0025066489239712517,0.0,0.0,0.0,0.0,0.0,0.0
كيف,0.0,0.0,0.0,0.0,0.0,0.008544832785163086,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مه,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يعود,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.0,0.0,0.0,0.027103141490439162,0.0,0.0,0.0,0.0
ستمرار,0.0,0.0,0.0,0.0,0.0,0.007127679718898155,0.002946881838974186,0.0,0.0,0.0,0.002090923385746135,0.0,0.0,0.0,0.0,0.0,0.0
دراس,0.0,0.0,0.0,0.0,0.0,0.07379538494814726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
دروس,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ياد,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تراكمت,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
خفيف,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
صل,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.0,0.0,0.005304590383449867,0.0,0.0,0.0,0.0,0.0
تحديد,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.010598377120497595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
محط,0.0,0.0,0.0,0.0,0.0,0.008544832785163086,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
استراح,0.0,0.0,0.0,0.0,0.0,0.010542197849735323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مجهود,0.0,0.0,0.0,0.0,0.0,0.0035638398594490775,0.0,0.0,0.0,0.0,0.0,0.0044248286939948785,0.0,0.0,0.015900208603695884,0.0,0.0
اعداد,0.0,0.0,0.0,0.0,0.0,0.0035638398594490775,0.002946881838974186,0.011393062857766341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
قطع,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.0,0.0025066489239712517,0.0,0.0,0.0,0.0,0.0,0.0
نطلاق,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تساال,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مزاج,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.004637970736331835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
سترجاع,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وصت,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
راجع,0.0,0.0,0.0,0.0,0.0,0.010542197849735323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يظل,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.0,0.0,0.005304590383449867,0.0,0.0,0.0,0.0,0.0
راح,0.0,0.0,0.0,0.0,0.0,0.042168791398941294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تجديد,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
سلوكي,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تبق,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.0,0.0,0.005304590383449867,0.0,0.0,0.0,0.0,0.0
خفض,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تعد,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ارشيف,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مدرس,0.0,0.0,0.0,0.0,0.0,0.034179331140652344,0.0,0.0,0.0,0.004637970736331835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مواصل,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اذ,0.0,0.0,0.0,0.0,0.0,0.012817249177744627,0.0,0.0,0.0,0.0,0.007519946771913756,0.0,0.0,0.0,0.0,0.0,0.0
يخدم,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
متعلم,0.0,0.0,0.0,0.0,0.0,0.010542197849735323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
نشاط,0.0,0.0,0.0,0.0,0.0,0.010542197849735323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تعلم,0.0,0.0,0.0,0.0,0.0,0.015813296774602987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
عود,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مدت,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
عاد,0.0,0.0,0.0,0.0,0.0,0.008544832785163086,0.0,0.0,0.0,0.004637970736331835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وق,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ستجماع,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
عطل,0.0,0.0,0.0,0.0,0.0,0.09487978064761791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ام,0.0,0.0,0.0,0.0,0.0,0.0035638398594490775,0.002946881838974186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010335135592402324
لهسبريس,0.0,0.0,0.0,0.0,0.0,0.008544832785163086,0.0,0.0,0.0,0.0,0.0,0.010609180766899734,0.0,0.0,0.0,0.0,0.0
حرص,0.0,0.0,0.0,0.0,0.0,0.0035638398594490775,0.002946881838974186,0.0,0.0,0.0,0.002090923385746135,0.0,0.0,0.0,0.0,0.0,0.0
مشير,0.0,0.0,0.0,0.0,0.0,0.007127679718898155,0.0,0.0,0.0,0.0038687673340543458,0.00418184677149227,0.0,0.0,0.0,0.0,0.0,0.0
متطلب,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مسار,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تلاميذ,0.0,0.0,0.0,0.0,0.0,0.042168791398941294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مبرز,0.0,0.0,0.0,0.0,0.0,0.0035638398594490775,0.0,0.0,0.0,0.0038687673340543458,0.0,0.008849657387989757,0.0,0.0,0.0,0.0,0.0
ذهن,0.0,0.0,0.0,0.0,0.0,0.02635549462433831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
دافع,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بن,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
خيار,0.0,0.0,0.0,0.0,0.0,0.008544832785163086,0.0,0.0,0.0,0.01855188294532734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مرن,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
انشط,0.0,0.0,0.0,0.0,0.0,0.015813296774602987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مزج,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مناسب,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يشعر,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.0,0.0025066489239712517,0.0,0.0,0.0,0.0,0.0,0.0
اكدت,0.0,0.0,0.0,0.0,0.0,0.0035638398594490775,0.002946881838974186,0.0,0.0,0.0,0.00418184677149227,0.0,0.0,0.0,0.0,0.0,0.0
اسبوع,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
منتظم,0.0,0.0,0.0,0.0,0.0,0.010542197849735323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يجعل,0.0,0.0,0.0,0.0,0.0,0.010542197849735323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
جبير,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
لعلم,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تس,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
فتر,0.0,0.0,0.0,0.0,0.0,0.015071126005198469,0.0,0.0,0.0,0.0032721268225190257,0.0,0.0,0.019121491119095557,0.0,0.004482693888725698,0.0,0.0
خزاع,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ترفيه,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تنويع,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بنفس,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
منسوب,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تل,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ااج,0.0,0.0,0.0,0.0,0.0,0.007127679718898155,0.0,0.0,0.0,0.0,0.002090923385746135,0.0044248286939948785,0.0,0.0,0.0,0.0,0.0
تلميذ,0.0,0.0,0.0,0.0,0.0,0.010542197849735323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يعقد,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يفرض,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ستعاد,0.0,0.0,0.0,0.0,0.0,0.008544832785163086,0.0,0.0,0.0,0.0,0.0025066489239712517,0.0,0.0,0.0,0.0,0.0,0.0
انسب,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بعنو,0.0,0.0,0.0,0.0,0.0,0.010542197849735323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ايقاع,0.0,0.0,0.0,0.0,0.0,0.008544832785163086,0.0,0.0,0.0,0.0,0.0,0.0,0.027103141490439162,0.0,0.0,0.0,0.0
وازن,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يسمح,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بثق,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مصطف,0.0,0.0,0.0,0.0,0.0,0.0035638398594490775,0.0,0.0,0.0,0.0,0.002090923385746135,0.0044248286939948785,0.0,0.0,0.0,0.0,0.0
يرفع,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
فيدرال,0.0,0.0,0.0,0.0,0.0,0.010542197849735323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اظهرت,0.0,0.0,0.0,0.0,0.0,0.010542197849735323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
راوح,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.004637970736331835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تخصيص,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.0,0.0025066489239712517,0.0,0.0,0.0,0.0,0.0,0.0
انقطاع,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
جسد,0.0,0.0,0.0,0.0,0.0,0.021084395699470647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
نظيم,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.004637970736331835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وزاد,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
خميس,0.0,0.0,0.0,0.0,0.0,0.0030142252010396937,0.0024924143210226387,0.0,0.0,0.0032721268225190257,0.0,0.0037424325126058583,0.0,0.0,0.0,0.0,0.0
افضل,0.0,0.0,0.0,0.0,0.0,0.0035638398594490775,0.0,0.0,0.0,0.0038687673340543458,0.0,0.0044248286939948785,0.0,0.0,0.0,0.0,0.0
وبقدر,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
نشرت,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
توتر,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تركيز,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.004637970736331835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
عدد,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.0,0.0,0.005304590383449867,0.0,0.0,0.0,0.0,0.0
خذ,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
عنيف,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ترف,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
معتدل,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تشكل,0.0,0.0,0.0,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006353850019736654,0.0,0.0
تحصيل,0.0,0.0,0.0,0.0,0.0,0.010542197849735323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
دد,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
جهد,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ترتيب,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مكتسب,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وليا,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اوراق,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اشارت,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ارتياح,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
استثمار,0.0,0.0,0.0,0.0,0.0,0.017089665570326172,0.0,0.0,0.0,0.0,0.0,0.005304590383449867,0.0,0.0,0.0,0.0,0.0
لجمعي,0.0,0.0,0.0,0.0,0.0,0.005271098924867662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اولوي,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مطبوع,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ساوليات,0.0,0.0,0.0,0.0,0.0,0.0,0.008717173782062201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
قتضي,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يطبع,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بعرض,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اشخاص,0.0,0.0,0.0,0.0,0.0,0.0,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006353850019736654,0.0,0.0
بروتوكول,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اجتهاد,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تخدير,0.0,0.0,0.0,0.0,0.0,0.0,0.10896467227577754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اولاهم,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مهني,0.0,0.0,0.0,0.0,0.0,0.0,0.008717173782062201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اساسيت,0.0,0.0,0.0,0.0,0.0,0.0,0.002946881838974186,0.0,0.0,0.0,0.002090923385746135,0.0044248286939948785,0.0,0.0,0.0,0.0,0.0
رز,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
انعاش,0.0,0.0,0.0,0.0,0.0,0.0,0.03922728201927991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مبرمج,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تمريض,0.0,0.0,0.0,0.0,0.0,0.0,0.01766396186749599,0.0,0.0,0.0,0.0,0.005304590383449867,0.0,0.0,0.0,0.0,0.0
ممرض,0.0,0.0,0.0,0.0,0.0,0.0,0.02119675424099519,0.0,0.0,0.0,0.0,0.005304590383449867,0.0,0.0,0.0,0.0,0.0
اصدار,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
توحيد,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
عقد,0.0,0.0,0.0,0.0,0.0,0.0,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039875886330761064,0.0
اتخاذ,0.0,0.0,0.0,0.0,0.0,0.0,0.004984828642045277,0.0,0.0,0.0,0.0017684616063903405,0.0,0.0,0.0,0.004482693888725698,0.014066384271518571,0.0
قصد,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وطالبت,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ه,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مريض,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ي,0.0,0.0,0.0,0.0,0.0,0.0,0.0024924143210226387,0.0,0.0,0.0032721268225190257,0.0,0.0037424325126058583,0.0,0.0,0.008965387777451397,0.0,0.0
سوا,0.0,0.0,0.0,0.0,0.0,0.0,0.005893763677948372,0.0,0.0,0.0,0.0,0.0,0.0,0.021923014892974626,0.005300069534565294,0.0,0.0
تنص,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اعمال,0.0,0.0,0.0,0.0,0.0,0.0,0.002946881838974186,0.0,0.0,0.0,0.0,0.0,0.0,0.021923014892974626,0.005300069534565294,0.0,0.0
رسخ,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وجهت,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بعدد,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
خطير,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وصول,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
عملي,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ورق,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تطلع,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
استمرار,0.0,0.0,0.0,0.0,0.0,0.0,0.002946881838974186,0.0,0.0,0.0,0.00418184677149227,0.0044248286939948785,0.0,0.0,0.0,0.0,0.0
وفق,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
رسال,0.0,0.0,0.0,0.0,0.0,0.0,0.005893763677948372,0.022786125715532683,0.0,0.0,0.002090923385746135,0.0,0.0,0.0,0.0,0.0,0.0
ادو,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
رسم,0.0,0.0,0.0,0.0,0.0,0.0,0.002946881838974186,0.0,0.0,0.0038687673340543458,0.002090923385746135,0.0,0.0,0.0,0.0,0.0,0.0
نموذج,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
لف,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مقدمت,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تاطير,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تحدد,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مطلب,0.0,0.0,0.0,0.0,0.0,0.0,0.003532792373499198,0.0,0.0,0.0,0.010026595695885007,0.0,0.0,0.0,0.0,0.0,0.0
وجمع,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
عداد,0.0,0.0,0.0,0.0,0.0,0.0,0.004358586891031101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اشهر,0.0,0.0,0.0,0.0,0.0,0.0,0.003532792373499198,0.0,0.0,0.004637970736331835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
